Zonas  Turísticas;Periodo;Total
P. Natural Alt Pirineu;2007M12;2,45
P. Natural Alt Pirineu;2007M11;2,47
P. Natural Alt Pirineu;2007M10;1,96
P. Natural Alt Pirineu;2007M09;2,73
P. Natural Alt Pirineu;2007M08;3,7
P. Natural Alt Pirineu;2007M07;3,12
P. Natural Alt Pirineu;2007M06;2,24
P. Natural Alt Pirineu;2007M05;1,98
P. Natural Alt Pirineu;2007M04;2,7
P. Natural Alt Pirineu;2007M03;2,05
P. Natural Alt Pirineu;2007M02;2,64
P. Natural Alt Pirineu;2007M01;3,03
P. Natural Alt Pirineu;2006M12;2,45
P. Natural Alt Pirineu;2006M11;3
P. Natural Alt Pirineu;2006M10;1,69
P. Natural Alt Pirineu;2006M09;2,72
P. Natural Alt Pirineu;2006M08;2,91
P. Natural Alt Pirineu;2006M07;2,93
P. Natural Alt Pirineu;2006M06;2,14
P. Natural Alt Pirineu;2006M05;1,8
P. Natural Alt Pirineu;2006M04;2,56
P. Natural Alt Pirineu;2006M03;2,29
P. Natural Alt Pirineu;2006M02;2,5
P. Natural Alt Pirineu;2006M01;2,1
P. Natural Alt Pirineu;2005M12;2,37
P. Natural Alt Pirineu;2005M11;1,81
P. Natural Alt Pirineu;2005M10;3,21
P. Natural Alt Pirineu;2005M09;2,48
P. Natural Alt Pirineu;2005M08;3,96
P. Natural Alt Pirineu;2005M07;3,35
P. Natural Alt Pirineu;2005M06;2,65
P. Natural Alt Pirineu;2005M05;2,2
P. Natural Alt Pirineu;2005M04;2,03
P. Natural Alt Pirineu;2005M03;3,13
P. Natural Alt Pirineu;2005M02;1,55
P. Natural Alt Pirineu;2005M01;3,22
P. Natural Cadí-Moixeró ;2021M11;1,78
P. Natural Cadí-Moixeró ;2021M10;2,27
P. Natural Cadí-Moixeró ;2021M09;2,16
P. Natural Cadí-Moixeró ;2021M08;3,76
P. Natural Cadí-Moixeró ;2021M07;2,63
P. Natural Cadí-Moixeró ;2021M06;2,24
P. Natural Cadí-Moixeró ;2021M05;1,95
P. Natural Cadí-Moixeró ;2021M04;3,32
P. Natural Cadí-Moixeró ;2021M03;2,18
P. Natural Cadí-Moixeró ;2021M02;.
P. Natural Cadí-Moixeró ;2021M01;3,6
P. Natural Cadí-Moixeró ;2020M12;2,38
P. Natural Cadí-Moixeró ;2020M11;3
P. Natural Cadí-Moixeró ;2020M10;1,84
P. Natural Cadí-Moixeró ;2020M09;2,12
P. Natural Cadí-Moixeró ;2020M08;3,74
P. Natural Cadí-Moixeró ;2020M07;2,48
P. Natural Cadí-Moixeró ;2020M06;.
P. Natural Cadí-Moixeró ;2020M05;.
P. Natural Cadí-Moixeró ;2020M04;0
P. Natural Cadí-Moixeró ;2020M03;.
P. Natural Cadí-Moixeró ;2020M02;1,76
P. Natural Cadí-Moixeró ;2020M01;1,83
P. Natural Cadí-Moixeró ;2019M12;2,26
P. Natural Cadí-Moixeró ;2019M11;2,39
P. Natural Cadí-Moixeró ;2019M10;1,71
P. Natural Cadí-Moixeró ;2019M09;2,32
P. Natural Cadí-Moixeró ;2019M08;3,49
P. Natural Cadí-Moixeró ;2019M07;3,06
P. Natural Cadí-Moixeró ;2019M06;2,18
P. Natural Cadí-Moixeró ;2019M05;1,68
P. Natural Cadí-Moixeró ;2019M04;2,74
P. Natural Cadí-Moixeró ;2019M03;1,72
P. Natural Cadí-Moixeró ;2019M02;1,62
P. Natural Cadí-Moixeró ;2019M01;1,77
P. Natural Cadí-Moixeró ;2018M12;2,3
P. Natural Cadí-Moixeró ;2018M11;2,13
P. Natural Cadí-Moixeró ;2018M10;2,17
P. Natural Cadí-Moixeró ;2018M09;2,13
P. Natural Cadí-Moixeró ;2018M08;3,53
P. Natural Cadí-Moixeró ;2018M07;2,8
P. Natural Cadí-Moixeró ;2018M06;1,94
P. Natural Cadí-Moixeró ;2018M05;1,94
P. Natural Cadí-Moixeró ;2018M04;2,47
P. Natural Cadí-Moixeró ;2018M03;2,16
P. Natural Cadí-Moixeró ;2018M02;1,88
P. Natural Cadí-Moixeró ;2018M01;2,02
P. Natural Cadí-Moixeró ;2017M12;2,58
P. Natural Cadí-Moixeró ;2017M11;2,18
P. Natural Cadí-Moixeró ;2017M10;2,22
P. Natural Cadí-Moixeró ;2017M09;2,14
P. Natural Cadí-Moixeró ;2017M08;4,36
P. Natural Cadí-Moixeró ;2017M07;3,89
P. Natural Cadí-Moixeró ;2017M06;2,12
P. Natural Cadí-Moixeró ;2017M05;2,44
P. Natural Cadí-Moixeró ;2017M04;2,86
P. Natural Cadí-Moixeró ;2017M03;1,87
P. Natural Cadí-Moixeró ;2017M02;1,86
P. Natural Cadí-Moixeró ;2017M01;1,98
P. Natural Cadí-Moixeró ;2016M12;2,63
P. Natural Cadí-Moixeró ;2016M11;1,92
P. Natural Cadí-Moixeró ;2016M10;2,42
P. Natural Cadí-Moixeró ;2016M09;2,14
P. Natural Cadí-Moixeró ;2016M08;4,16
P. Natural Cadí-Moixeró ;2016M07;2,77
P. Natural Cadí-Moixeró ;2016M06;2,23
P. Natural Cadí-Moixeró ;2016M05;1,76
P. Natural Cadí-Moixeró ;2016M04;1,71
P. Natural Cadí-Moixeró ;2016M03;2,25
P. Natural Cadí-Moixeró ;2016M02;1,91
P. Natural Cadí-Moixeró ;2016M01;2,08
P. Natural Cadí-Moixeró ;2015M12;2,02
P. Natural Cadí-Moixeró ;2015M11;2,07
P. Natural Cadí-Moixeró ;2015M10;2,32
P. Natural Cadí-Moixeró ;2015M09;2,12
P. Natural Cadí-Moixeró ;2015M08;3,89
P. Natural Cadí-Moixeró ;2015M07;2,86
P. Natural Cadí-Moixeró ;2015M06;2,16
P. Natural Cadí-Moixeró ;2015M05;1,86
P. Natural Cadí-Moixeró ;2015M04;2,15
P. Natural Cadí-Moixeró ;2015M03;2,23
P. Natural Cadí-Moixeró ;2015M02;2,02
P. Natural Cadí-Moixeró ;2015M01;2,54
P. Natural Cadí-Moixeró ;2014M12;2,28
P. Natural Cadí-Moixeró ;2014M11;1,92
P. Natural Cadí-Moixeró ;2014M10;2,43
P. Natural Cadí-Moixeró ;2014M09;2,53
P. Natural Cadí-Moixeró ;2014M08;6,04
P. Natural Cadí-Moixeró ;2014M07;2,75
P. Natural Cadí-Moixeró ;2014M06;2,1
P. Natural Cadí-Moixeró ;2014M05;2,11
P. Natural Cadí-Moixeró ;2014M04;2,18
P. Natural Cadí-Moixeró ;2014M03;1,71
P. Natural Cadí-Moixeró ;2014M02;1,8
P. Natural Cadí-Moixeró ;2014M01;2,09
P. Natural Cadí-Moixeró ;2013M12;2,01
P. Natural Cadí-Moixeró ;2013M11;1,99
P. Natural Cadí-Moixeró ;2013M10;1,98
P. Natural Cadí-Moixeró ;2013M09;1,95
P. Natural Cadí-Moixeró ;2013M08;4,22
P. Natural Cadí-Moixeró ;2013M07;3,13
P. Natural Cadí-Moixeró ;2013M06;1,9
P. Natural Cadí-Moixeró ;2013M05;1,96
P. Natural Cadí-Moixeró ;2013M04;1,91
P. Natural Cadí-Moixeró ;2013M03;2,11
P. Natural Cadí-Moixeró ;2013M02;1,85
P. Natural Cadí-Moixeró ;2013M01;1,7
P. Natural Cadí-Moixeró ;2012M12;2,24
P. Natural Cadí-Moixeró ;2012M11;2,32
P. Natural Cadí-Moixeró ;2012M10;2,26
P. Natural Cadí-Moixeró ;2012M09;1,91
P. Natural Cadí-Moixeró ;2012M08;4,73
P. Natural Cadí-Moixeró ;2012M07;2,75
P. Natural Cadí-Moixeró ;2012M06;1,76
P. Natural Cadí-Moixeró ;2012M05;2,34
P. Natural Cadí-Moixeró ;2012M04;2,35
P. Natural Cadí-Moixeró ;2012M03;1,85
P. Natural Cadí-Moixeró ;2012M02;1,52
P. Natural Cadí-Moixeró ;2012M01;1,62
P. Natural Cadí-Moixeró ;2011M12;2,29
P. Natural Cadí-Moixeró ;2011M11;1,57
P. Natural Cadí-Moixeró ;2011M10;2,29
P. Natural Cadí-Moixeró ;2011M09;2,19
P. Natural Cadí-Moixeró ;2011M08;6,31
P. Natural Cadí-Moixeró ;2011M07;2,56
P. Natural Cadí-Moixeró ;2011M06;2,11
P. Natural Cadí-Moixeró ;2011M05;1,58
P. Natural Cadí-Moixeró ;2011M04;2,69
P. Natural Cadí-Moixeró ;2011M03;1,78
P. Natural Cadí-Moixeró ;2011M02;1,51
P. Natural Cadí-Moixeró ;2011M01;1,71
P. Natural Cadí-Moixeró ;2010M12;2,68
P. Natural Cadí-Moixeró ;2010M11;2,97
P. Natural Cadí-Moixeró ;2010M10;3,38
P. Natural Cadí-Moixeró ;2010M09;2,59
P. Natural Cadí-Moixeró ;2010M08;7,1
P. Natural Cadí-Moixeró ;2010M07;3,44
P. Natural Cadí-Moixeró ;2010M06;3,13
P. Natural Cadí-Moixeró ;2010M05;2,39
P. Natural Cadí-Moixeró ;2010M04;5,59
P. Natural Cadí-Moixeró ;2010M03;2
P. Natural Cadí-Moixeró ;2010M02;1,44
P. Natural Cadí-Moixeró ;2010M01;1,6
P. Natural Cadí-Moixeró ;2009M12;3,59
P. Natural Cadí-Moixeró ;2009M11;1,51
P. Natural Cadí-Moixeró ;2009M10;3,09
P. Natural Cadí-Moixeró ;2009M09;2,7
P. Natural Cadí-Moixeró ;2009M08;6,18
P. Natural Cadí-Moixeró ;2009M07;2,88
P. Natural Cadí-Moixeró ;2009M06;2,16
P. Natural Cadí-Moixeró ;2009M05;2,53
P. Natural Cadí-Moixeró ;2009M04;2,78
P. Natural Cadí-Moixeró ;2009M03;2,2
P. Natural Cadí-Moixeró ;2009M02;1,64
P. Natural Cadí-Moixeró ;2009M01;1,79
P. Natural Cadí-Moixeró ;2008M12;3,15
P. Natural Cadí-Moixeró ;2008M11;2,25
P. Natural Cadí-Moixeró ;2008M10;2,39
P. Natural Cadí-Moixeró ;2008M09;2,19
P. Natural Cadí-Moixeró ;2008M08;4,95
P. Natural Cadí-Moixeró ;2008M07;2,97
P. Natural Cadí-Moixeró ;2008M06;2,05
P. Natural Cadí-Moixeró ;2008M05;2,41
P. Natural Cadí-Moixeró ;2008M04;2,18
P. Natural Cadí-Moixeró ;2008M03;3,16
P. Natural Cadí-Moixeró ;2008M02;1,8
P. Natural Cadí-Moixeró ;2008M01;1,8
P. Natural Cadí-Moixeró ;2007M12;3,01
P. Natural Cadí-Moixeró ;2007M11;2,9
P. Natural Cadí-Moixeró ;2007M10;2,53
P. Natural Cadí-Moixeró ;2007M09;3,11
P. Natural Cadí-Moixeró ;2007M08;4,67
P. Natural Cadí-Moixeró ;2007M07;5,37
P. Natural Cadí-Moixeró ;2007M06;3,94
P. Natural Cadí-Moixeró ;2007M05;2,62
P. Natural Cadí-Moixeró ;2007M04;2,75
P. Natural Cadí-Moixeró ;2007M03;2,06
P. Natural Cadí-Moixeró ;2007M02;1,35
P. Natural Cadí-Moixeró ;2007M01;1,86
P. Natural Cadí-Moixeró ;2006M12;2,07
P. Natural Cadí-Moixeró ;2006M11;7,5
P. Natural Cadí-Moixeró ;2006M10;3,47
P. Natural Cadí-Moixeró ;2006M09;2,79
P. Natural Cadí-Moixeró ;2006M08;4,87
P. Natural Cadí-Moixeró ;2006M07;4,03
P. Natural Cadí-Moixeró ;2006M06;3,74
P. Natural Cadí-Moixeró ;2006M05;5,72
P. Natural Cadí-Moixeró ;2006M04;3,73
P. Natural Cadí-Moixeró ;2006M03;5,02
P. Natural Cadí-Moixeró ;2006M02;3,09
P. Natural Cadí-Moixeró ;2006M01;4,34
P. Natural Cadí-Moixeró ;2005M12;3,83
P. Natural Cadí-Moixeró ;2005M11;2,07
P. Natural Cadí-Moixeró ;2005M10;1,9
P. Natural Cadí-Moixeró ;2005M09;8,49
P. Natural Cadí-Moixeró ;2005M08;7,61
P. Natural Cadí-Moixeró ;2005M07;7,21
P. Natural Cadí-Moixeró ;2005M06;4,61
P. Natural Cadí-Moixeró ;2005M05;5,43
P. Natural Cadí-Moixeró ;2005M04;5,01
P. Natural Cadí-Moixeró ;2005M03;5,8
P. Natural Cadí-Moixeró ;2005M02;2,41
P. Natural Cadí-Moixeró ;2005M01;2,63
P. Natural de los Aiguamolls de I'Empordá;2021M11;.
P. Natural de los Aiguamolls de I'Empordá;2021M10;6,46
P. Natural de los Aiguamolls de I'Empordá;2021M09;8,79
P. Natural de los Aiguamolls de I'Empordá;2021M08;7,83
P. Natural de los Aiguamolls de I'Empordá;2021M07;7,39
P. Natural de los Aiguamolls de I'Empordá;2021M06;5,11
P. Natural de los Aiguamolls de I'Empordá;2021M05;4,45
P. Natural de los Aiguamolls de I'Empordá;2021M04;4,51
P. Natural de los Aiguamolls de I'Empordá;2021M03;.
P. Natural de los Aiguamolls de I'Empordá;2021M02;.
P. Natural de los Aiguamolls de I'Empordá;2021M01;.
P. Natural de los Aiguamolls de I'Empordá;2020M12;.
P. Natural de los Aiguamolls de I'Empordá;2020M11;.
P. Natural de los Aiguamolls de I'Empordá;2020M10;4,96
P. Natural de los Aiguamolls de I'Empordá;2020M09;6,16
P. Natural de los Aiguamolls de I'Empordá;2020M08;7,2
P. Natural de los Aiguamolls de I'Empordá;2020M07;6,91
P. Natural de los Aiguamolls de I'Empordá;2020M06;.
P. Natural de los Aiguamolls de I'Empordá;2020M05;.
P. Natural de los Aiguamolls de I'Empordá;2020M04;0
P. Natural de los Aiguamolls de I'Empordá;2020M03;.
P. Natural de los Aiguamolls de I'Empordá;2020M02;.
P. Natural de los Aiguamolls de I'Empordá;2020M01;.
P. Natural de los Aiguamolls de I'Empordá;2019M12;.
P. Natural de los Aiguamolls de I'Empordá;2019M11;.
P. Natural de los Aiguamolls de I'Empordá;2019M10;7,29
P. Natural de los Aiguamolls de I'Empordá;2019M09;8,89
P. Natural de los Aiguamolls de I'Empordá;2019M08;8,44
P. Natural de los Aiguamolls de I'Empordá;2019M07;9,1
P. Natural de los Aiguamolls de I'Empordá;2019M06;6,93
P. Natural de los Aiguamolls de I'Empordá;2019M05;7,16
P. Natural de los Aiguamolls de I'Empordá;2019M04;6,05
P. Natural de los Aiguamolls de I'Empordá;2019M03;3,48
P. Natural de los Aiguamolls de I'Empordá;2019M02;.
P. Natural de los Aiguamolls de I'Empordá;2019M01;.
P. Natural de los Aiguamolls de I'Empordá;2018M12;.
P. Natural de los Aiguamolls de I'Empordá;2018M11;.
P. Natural de los Aiguamolls de I'Empordá;2018M10;7,29
P. Natural de los Aiguamolls de I'Empordá;2018M09;7,71
P. Natural de los Aiguamolls de I'Empordá;2018M08;8,94
P. Natural de los Aiguamolls de I'Empordá;2018M07;8,76
P. Natural de los Aiguamolls de I'Empordá;2018M06;7,25
P. Natural de los Aiguamolls de I'Empordá;2018M05;8,15
P. Natural de los Aiguamolls de I'Empordá;2018M04;7,09
P. Natural de los Aiguamolls de I'Empordá;2018M03;3,96
P. Natural de los Aiguamolls de I'Empordá;2018M02;.
P. Natural de los Aiguamolls de I'Empordá;2018M01;.
P. Natural de los Aiguamolls de I'Empordá;2017M12;.
P. Natural de los Aiguamolls de I'Empordá;2017M11;.
P. Natural de los Aiguamolls de I'Empordá;2017M10;7,38
P. Natural de los Aiguamolls de I'Empordá;2017M09;8,2
P. Natural de los Aiguamolls de I'Empordá;2017M08;8,78
P. Natural de los Aiguamolls de I'Empordá;2017M07;7,43
P. Natural de los Aiguamolls de I'Empordá;2017M06;6,82
P. Natural de los Aiguamolls de I'Empordá;2017M05;6,42
P. Natural de los Aiguamolls de I'Empordá;2017M04;5,64
P. Natural de los Aiguamolls de I'Empordá;2017M03;3,66
P. Natural de los Aiguamolls de I'Empordá;2017M02;.
P. Natural de los Aiguamolls de I'Empordá;2017M01;.
P. Natural de los Aiguamolls de I'Empordá;2016M12;.
P. Natural de los Aiguamolls de I'Empordá;2016M11;.
P. Natural de los Aiguamolls de I'Empordá;2016M10;6,97
P. Natural de los Aiguamolls de I'Empordá;2016M09;8,86
P. Natural de los Aiguamolls de I'Empordá;2016M08;8,75
P. Natural de los Aiguamolls de I'Empordá;2016M07;7,77
P. Natural de los Aiguamolls de I'Empordá;2016M06;5,69
P. Natural de los Aiguamolls de I'Empordá;2016M05;7,49
P. Natural de los Aiguamolls de I'Empordá;2016M04;7,08
P. Natural de los Aiguamolls de I'Empordá;2016M03;4,57
P. Natural de los Aiguamolls de I'Empordá;2016M02;.
P. Natural de los Aiguamolls de I'Empordá;2016M01;.
P. Natural de los Aiguamolls de I'Empordá;2015M12;.
P. Natural de los Aiguamolls de I'Empordá;2015M11;.
P. Natural de los Aiguamolls de I'Empordá;2015M10;7,3
P. Natural de los Aiguamolls de I'Empordá;2015M09;9,04
P. Natural de los Aiguamolls de I'Empordá;2015M08;8,43
P. Natural de los Aiguamolls de I'Empordá;2015M07;8,42
P. Natural de los Aiguamolls de I'Empordá;2015M06;5,97
P. Natural de los Aiguamolls de I'Empordá;2015M05;6,12
P. Natural de los Aiguamolls de I'Empordá;2015M04;5,71
P. Natural de los Aiguamolls de I'Empordá;2015M03;3,47
P. Natural de los Aiguamolls de I'Empordá;2015M02;.
P. Natural de los Aiguamolls de I'Empordá;2015M01;.
P. Natural de los Aiguamolls de I'Empordá;2014M12;.
P. Natural de los Aiguamolls de I'Empordá;2014M11;.
P. Natural de los Aiguamolls de I'Empordá;2014M10;6,98
P. Natural de los Aiguamolls de I'Empordá;2014M09;8,62
P. Natural de los Aiguamolls de I'Empordá;2014M08;8,24
P. Natural de los Aiguamolls de I'Empordá;2014M07;8,38
P. Natural de los Aiguamolls de I'Empordá;2014M06;6,15
P. Natural de los Aiguamolls de I'Empordá;2014M05;5,5
P. Natural de los Aiguamolls de I'Empordá;2014M04;5,47
P. Natural de los Aiguamolls de I'Empordá;2014M03;3,97
P. Natural de los Aiguamolls de I'Empordá;2014M02;.
P. Natural de los Aiguamolls de I'Empordá;2014M01;.
P. Natural de los Aiguamolls de I'Empordá;2013M12;..
P. Natural de los Aiguamolls de I'Empordá;2013M11;..
P. Natural de los Aiguamolls de I'Empordá;2013M10;8,88
P. Natural de los Aiguamolls de I'Empordá;2013M09;7,46
P. Natural de los Aiguamolls de I'Empordá;2013M08;8,7
P. Natural de los Aiguamolls de I'Empordá;2013M07;9,12
P. Natural de los Aiguamolls de I'Empordá;2013M06;6,65
P. Natural de los Aiguamolls de I'Empordá;2013M05;8,16
P. Natural de los Aiguamolls de I'Empordá;2013M04;5,19
P. Natural de los Aiguamolls de I'Empordá;2013M03;4,69
P. Natural de los Aiguamolls de I'Empordá;2013M02;..
P. Natural de los Aiguamolls de I'Empordá;2013M01;..
P. Natural de los Aiguamolls de I'Empordá;2012M12;..
P. Natural de los Aiguamolls de I'Empordá;2012M11;..
P. Natural de los Aiguamolls de I'Empordá;2012M10;10,58
P. Natural de los Aiguamolls de I'Empordá;2012M09;6,46
P. Natural de los Aiguamolls de I'Empordá;2012M08;9,71
P. Natural de los Aiguamolls de I'Empordá;2012M07;8,92
P. Natural de los Aiguamolls de I'Empordá;2012M06;7,16
P. Natural de los Aiguamolls de I'Empordá;2012M05;7,83
P. Natural de los Aiguamolls de I'Empordá;2012M04;7,29
P. Natural de los Aiguamolls de I'Empordá;2012M03;3,49
P. Natural de los Aiguamolls de I'Empordá;2012M02;..
P. Natural de los Aiguamolls de I'Empordá;2012M01;..
P. Natural de los Aiguamolls de I'Empordá;2011M12;""
P. Natural de los Aiguamolls de I'Empordá;2011M11;""
P. Natural de los Aiguamolls de I'Empordá;2011M10;7,91
P. Natural de los Aiguamolls de I'Empordá;2011M09;5,99
P. Natural de los Aiguamolls de I'Empordá;2011M08;8,74
P. Natural de los Aiguamolls de I'Empordá;2011M07;8,5
P. Natural de los Aiguamolls de I'Empordá;2011M06;7,16
P. Natural de los Aiguamolls de I'Empordá;2011M05;8,41
P. Natural de los Aiguamolls de I'Empordá;2011M04;6,51
P. Natural de los Aiguamolls de I'Empordá;2011M03;3,74
P. Natural de los Aiguamolls de I'Empordá;2011M02;""
P. Natural de los Aiguamolls de I'Empordá;2011M01;""
P. Natural de los Aiguamolls de I'Empordá;2010M12;""
P. Natural de los Aiguamolls de I'Empordá;2010M11;""
P. Natural de los Aiguamolls de I'Empordá;2010M10;7,51
P. Natural de los Aiguamolls de I'Empordá;2010M09;8,51
P. Natural de los Aiguamolls de I'Empordá;2010M08;8,49
P. Natural de los Aiguamolls de I'Empordá;2010M07;8,94
P. Natural de los Aiguamolls de I'Empordá;2010M06;6,8
P. Natural de los Aiguamolls de I'Empordá;2010M05;7,14
P. Natural de los Aiguamolls de I'Empordá;2010M04;7,2
P. Natural de los Aiguamolls de I'Empordá;2010M03;4,11
P. Natural de los Aiguamolls de I'Empordá;2010M02;""
P. Natural de los Aiguamolls de I'Empordá;2010M01;""
P. Natural de los Aiguamolls de I'Empordá;2009M12;..
P. Natural de los Aiguamolls de I'Empordá;2009M11;..
P. Natural de los Aiguamolls de I'Empordá;2009M10;8,07
P. Natural de los Aiguamolls de I'Empordá;2009M09;8,54
P. Natural de los Aiguamolls de I'Empordá;2009M08;8,38
P. Natural de los Aiguamolls de I'Empordá;2009M07;9,03
P. Natural de los Aiguamolls de I'Empordá;2009M06;7,83
P. Natural de los Aiguamolls de I'Empordá;2009M05;8,14
P. Natural de los Aiguamolls de I'Empordá;2009M04;7,68
P. Natural de los Aiguamolls de I'Empordá;2009M03;4,7
P. Natural de los Aiguamolls de I'Empordá;2009M02;..
P. Natural de los Aiguamolls de I'Empordá;2009M01;..
P. Natural de los Aiguamolls de I'Empordá;2008M12;..
P. Natural de los Aiguamolls de I'Empordá;2008M11;..
P. Natural de los Aiguamolls de I'Empordá;2008M10;9,43
P. Natural de los Aiguamolls de I'Empordá;2008M09;8,12
P. Natural de los Aiguamolls de I'Empordá;2008M08;9,07
P. Natural de los Aiguamolls de I'Empordá;2008M07;11,02
P. Natural de los Aiguamolls de I'Empordá;2008M06;6,15
P. Natural de los Aiguamolls de I'Empordá;2008M05;8,4
P. Natural de los Aiguamolls de I'Empordá;2008M04;10,35
P. Natural de los Aiguamolls de I'Empordá;2008M03;4,91
P. Natural de los Aiguamolls de I'Empordá;2008M02;..
P. Natural de los Aiguamolls de I'Empordá;2008M01;..
P. Natural de los Aiguamolls de I'Empordá;2007M12;..
P. Natural de los Aiguamolls de I'Empordá;2007M11;..
P. Natural de los Aiguamolls de I'Empordá;2007M10;5,57
P. Natural de los Aiguamolls de I'Empordá;2007M09;7,51
P. Natural de los Aiguamolls de I'Empordá;2007M08;9,1
P. Natural de los Aiguamolls de I'Empordá;2007M07;9,19
P. Natural de los Aiguamolls de I'Empordá;2007M06;7,41
P. Natural de los Aiguamolls de I'Empordá;2007M05;8,13
P. Natural de los Aiguamolls de I'Empordá;2007M04;4,15
P. Natural de los Aiguamolls de I'Empordá;2007M03;4,12
P. Natural de los Aiguamolls de I'Empordá;2007M02;..
P. Natural de los Aiguamolls de I'Empordá;2007M01;..
P. Natural de los Aiguamolls de I'Empordá;2006M12;..
P. Natural de los Aiguamolls de I'Empordá;2006M11;..
P. Natural de los Aiguamolls de I'Empordá;2006M10;7,53
P. Natural de los Aiguamolls de I'Empordá;2006M09;9,42
P. Natural de los Aiguamolls de I'Empordá;2006M08;8,2
P. Natural de los Aiguamolls de I'Empordá;2006M07;8,39
P. Natural de los Aiguamolls de I'Empordá;2006M06;6,99
P. Natural de los Aiguamolls de I'Empordá;2006M05;7,99
P. Natural de los Aiguamolls de I'Empordá;2006M04;6,59
P. Natural de los Aiguamolls de I'Empordá;2006M03;4,58
P. Natural de los Aiguamolls de I'Empordá;2006M02;..
P. Natural de los Aiguamolls de I'Empordá;2006M01;..
P. Natural de los Aiguamolls de I'Empordá;2005M12;3,48
P. Natural de los Aiguamolls de I'Empordá;2005M11;3,29
P. Natural de los Aiguamolls de I'Empordá;2005M10;6,66
P. Natural de los Aiguamolls de I'Empordá;2005M09;7,51
P. Natural de los Aiguamolls de I'Empordá;2005M08;9,31
P. Natural de los Aiguamolls de I'Empordá;2005M07;8,86
P. Natural de los Aiguamolls de I'Empordá;2005M06;6,5
P. Natural de los Aiguamolls de I'Empordá;2005M05;5,87
P. Natural de los Aiguamolls de I'Empordá;2005M04;5,85
P. Natural de los Aiguamolls de I'Empordá;2005M03;..
P. Natural de los Aiguamolls de I'Empordá;2005M02;..
P. Natural de los Aiguamolls de I'Empordá;2005M01;..
P. Natural Doñana;2021M11;5,86
P. Natural Doñana;2021M10;2,58
P. Natural Doñana;2021M09;2,38
P. Natural Doñana;2021M08;5,57
P. Natural Doñana;2021M07;3,59
P. Natural Doñana;2021M06;2,69
P. Natural Doñana;2021M05;2,24
P. Natural Doñana;2021M04;.
P. Natural Doñana;2021M03;.
P. Natural Doñana;2021M02;.
P. Natural Doñana;2021M01;.
P. Natural Doñana;2020M12;.
P. Natural Doñana;2020M11;.
P. Natural Doñana;2020M10;2,6
P. Natural Doñana;2020M09;1,78
P. Natural Doñana;2020M08;2,63
P. Natural Doñana;2020M07;3,27
P. Natural Doñana;2020M06;.
P. Natural Doñana;2020M05;.
P. Natural Doñana;2020M04;0
P. Natural Doñana;2020M03;.
P. Natural Doñana;2020M02;2,57
P. Natural Doñana;2020M01;2,23
P. Natural Doñana;2019M12;2,14
P. Natural Doñana;2019M11;2,23
P. Natural Doñana;2019M10;1,77
P. Natural Doñana;2019M09;2,88
P. Natural Doñana;2019M08;4,19
P. Natural Doñana;2019M07;3,41
P. Natural Doñana;2019M06;2,29
P. Natural Doñana;2019M05;2,11
P. Natural Doñana;2019M04;2,63
P. Natural Doñana;2019M03;2,46
P. Natural Doñana;2019M02;2,07
P. Natural Doñana;2019M01;2,23
